section_data_set_id,structure_id,expression_energy,sum_expressing_pixel_intensity,sum_pixels
100038222,16808,16.0172,2471030000.0,154273000.0
100038222,17417,7.26843,248838.0,34235.4
100038222,17024,15.8942,946644.0,59559.2
100038222,17353,23.6791,143585000.0,6063770.0
100038222,16649,20.8021,775442000.0,37277000.0
100038222,17095,21.6152,62196900.0,2877470.0
100038222,16967,19.347,84578100.0,4371640.0
100038222,16754,18.8054,66706000.0,3547170.0
100038222,16916,7.62204,995133.0,130560.0
100038222,15623,23.3433,57455000.0,2461300.0
100038222,16652,9.43929,322410.0,34156.2
100038222,17158,21.3716,78778200.0,3686120.0
100038222,16310,24.3774,261122000.0,10711600.0
100038222,16114,26.0442,1362510000.0,52315200.0
100038222,17025,20.9522,165829000.0,7914650.0
100038222,17157,13.1585,1171980.0,89066.8
100038222,16791,20.8714,23642600.0,1132780.0
100038222,16308,22.7417,1330880000.0,58521400.0
100038222,17598,19.4827,39887300.0,2047320.0
100038222,16726,21.3748,59542400.0,2785640.0
100038222,15903,27.5403,5414680000.0,196609000.0
100038222,16375,22.6866,741950000.0,32704300.0
100038222,16311,11.5285,341388.0,29612.5
100038222,17352,23.0511,602152000.0,26122500.0
100038222,16382,22.7514,669004000.0,29405000.0
100038222,16519,20.2048,142778000.0,7066550.0
100038222,17355,23.8774,96081000.0,4023920.0
100038222,16211,21.4983,202155000.0,9403310.0
100038222,17023,20.6175,197520000.0,9580200.0
100038222,16313,24.413,260780000.0,10682000.0
100038222,15751,27.2317,1520180000.0,55823900.0
100038222,16650,21.017,685093000.0,32597100.0
100038222,16212,20.0539,96763800.0,4825190.0
100038222,17220,21.9045,336310000.0,15353400.0
100038222,16309,24.4484,357196000.0,14610200.0
100038222,17476,22.5626,144771000.0,6416410.0
100038222,17223,20.9096,93329500.0,4463470.0
100038222,15576,23.7003,26777600.0,1129840.0
100038222,16809,12.6934,1290670000.0,101680000.0
100038222,15818,27.2317,1520180000.0,55823900.0
100038222,17651,16.1973,3524770.0,217615.0
100038222,16810,20.779,128505000.0,6184380.0
100038222,16876,20.0809,51330400.0,2556180.0
100038222,17093,21.4555,106759000.0,4975830.0
100038222,15750,26.5202,9387120000.0,353961000.0
100038222,16725,21.3748,59542400.0,2785640.0
100038222,16376,22.7514,669004000.0,29405000.0
100038222,17123,22.3701,43299900.0,1935610.0
100038222,16509,20.6775,231731000.0,11206900.0
100038222,16486,22.1098,72946500.0,3299280.0
100038222,17354,7.71327,264364.0,34274.0
100038222,17290,22.4425,161496000.0,7195980.0
100038222,17318,23.5129,55233000.0,2349050.0
100038222,17418,24.8274,114096000.0,4595560.0
100038222,16651,20.9836,625551000.0,29811400.0
100038222,17182,23.3288,55193900.0,2365910.0
100038222,17094,7.75681,1262450.0,162754.0
100038222,17562,21.2093,16930800.0,798274.0
100038222,17092,21.7599,241903000.0,11116900.0
100038222,15566,25.8156,11138300000.0,431456000.0
100038222,17478,23.5482,106633000.0,4528280.0
100038222,17540,23.5871,93859600.0,3979290.0
100038222,17620,19.4067,5779960.0,297833.0
100038222,16510,20.2048,142778000.0,7066550.0
100038222,15568,23.0044,211768000.0,9205550.0
100038222,17437,22.7509,42994400.0,1889790.0
100038222,17416,24.1333,157339000.0,6519580.0
100038222,15738,26.3814,9595670000.0,363729000.0
100038222,16790,20.8714,23642600.0,1132780.0
100038222,17292,22.1585,105109000.0,4743530.0
100038222,15567,26.298,9807440000.0,372935000.0
100038222,17596,19.473,45667200.0,2345150.0
100038222,15740,17.5076,6397440.0,365410.0
100038222,16751,19.3055,90348700.0,4679950.0
100038222,17221,21.4299,174814000.0,8157470.0
100038222,16919,10.7975,879067000.0,81413600.0
100038222,17500,20.1987,38137700.0,1888130.0
100038222,15666,22.7158,127535000.0,5614400.0
100038222,16624,21.4843,88952800.0,4140360.0
100038222,17380,23.5541,47239500.0,2005570.0
100038222,15622,22.907,184990000.0,8075700.0
100038222,16658,20.9968,625228000.0,29777300.0
100038222,16001,28.0828,4052170000.0,144294000.0
100038222,16487,22.1098,72946500.0,3299280.0
100038222,16915,11.2277,964640000.0,85915800.0
100038222,16353,24.6434,96074600.0,3898600.0
100038222,17156,22.0065,135144000.0,6141100.0
100038222,17250,22.6694,79810300.0,3520610.0
100038222,16813,21.2708,77174600.0,3628200.0
100038222,16752,18.8054,66706000.0,3547170.0
100038222,16247,23.0207,105391000.0,4578110.0
100038222,17222,9.65429,1673850.0,173379.0
100038222,17291,11.1575,1153650.0,103397.0
100038222,17653,16.1973,3524770.0,217615.0
100038222,15564,23.0869,14388300000.0,623224000.0
100038222,15569,23.7003,26777600.0,1129840.0
100038222,16623,21.4843,88952800.0,4140360.0
100038222,15739,26.5109,9393520000.0,354326000.0
100038222,16352,24.6434,96074600.0,3898600.0
100038222,15565,23.0869,14388300000.0,623224000.0
100038222,17538,23.1898,110790000.0,4777560.0
100038222,17053,19.1434,30744100.0,1605990.0
