section_data_set_id,structure_id,expression_energy,sum_expressing_pixel_intensity,sum_pixels
100051792,16487,0.0355389,55207.2,1553430.0
100051792,16376,1.89284,22044000.0,11646000.0
100051792,15751,1.82066,28065200.0,15414800.0
100051792,16382,1.81602,20706200.0,11401900.0
100051792,16624,0.0332239,78676.9,2368080.0
100051792,17223,4.48431,8543310.0,1905160.0
100051792,17250,0.439572,681197.0,1549680.0
100051792,16726,0.0242396,30249.3,1247930.0
100051792,16725,0.0231702,32910.9,1420400.0
100051792,15740,1.99488,2637220.0,1321990.0
100051792,16001,0.608255,16006300.0,26315000.0
100051792,15566,1.08604,133749000.0,123153000.0
100051792,17692,0.0956127,49525.4,517979.0
100051792,17353,3.9409,10687100.0,2711830.0
100051792,17290,3.37356,9888920.0,2931300.0
100051792,17653,0.134773,118094.0,876241.0
100051792,15739,1.27739,104115000.0,81505800.0
100051792,17437,1.19606,1433920.0,1198870.0
100051792,17596,0.138195,227502.0,1646240.0
100051792,17500,0.414178,434493.0,1049050.0
100051792,17540,0.233273,346478.0,1485290.0
100051792,16652,0.121449,63081.9,519412.0
100051792,16754,0.0295314,39258.0,1329370.0
100051792,16916,0.805574,13901.9,17257.1
100051792,16813,0.175636,524618.0,2986950.0
100051792,17417,7.14523,126572.0,17714.2
100051792,16650,0.162799,3160700.0,19414800.0
100051792,16651,0.17382,3127790.0,17994400.0
100051792,17157,19.5005,603793.0,30962.9
100051792,17219,0.261727,15018.9,57383.9
100051792,16310,0.813806,4378140.0,5379840.0
100051792,17023,3.1719,12408100.0,3911880.0
100051792,16486,0.0349787,55683.7,1591930.0
100051792,16114,4.22594,42367900.0,10025700.0
100051792,16810,0.125987,586057.0,4651710.0
100051792,16811,0.331903,6209.03,18707.4
100051792,16649,0.151854,3216460.0,21181200.0
100051792,17476,0.608764,1496450.0,2458180.0
100051792,16808,2.15039,91496000.0,42548600.0
100051792,17156,1.54813,3596120.0,2322880.0
100051792,17024,19.214,706294.0,36759.4
100051792,16641,0.0156884,2112.27,134639.0
100051792,17318,1.2777,1395260.0,1092020.0
100051792,16509,0.0465974,387655.0,8319250.0
100051792,16791,0.0410979,15605.8,379721.0
100051792,16809,2.3002,45426100.0,19748700.0
100051792,17354,0.341479,5913.03,17315.9
100051792,15750,1.26556,101477000.0,80183800.0
100051792,16658,0.175377,3064710.0,17475000.0
100051792,17091,0.145983,22323.9,152921.0
100051792,17538,0.198096,442992.0,2236250.0
100051792,15576,0.255929,665971.0,2602180.0
100051792,15818,1.82066,28065200.0,15414800.0
100051792,15564,1.21433,228629000.0,188277000.0
100051792,16309,0.642905,4460240.0,6937630.0
100051792,16751,0.0315668,55761.1,1766450.0
100051792,16212,0.107183,220534.0,2057550.0
100051792,15622,0.273699,1508970.0,5513240.0
100051792,16306,0.0221529,854.83,38587.7
100051792,16313,0.813806,4378140.0,5379840.0
100051792,16919,3.65084,31962300.0,8754790.0
100051792,15738,1.21032,104625000.0,86444000.0
100051792,17478,0.753626,1061960.0,1409130.0
100051792,15666,0.148677,504606.0,3393980.0
100051792,16623,0.0322806,80789.2,2502720.0
100051792,15569,0.247361,668046.0,2700700.0
100051792,16805,0.0156434,897.363,57363.8
100051792,17620,0.0464948,24358.6,523899.0
100051792,17095,2.09267,3170520.0,1515060.0
100051792,15570,0.021061,2074.94,98520.2
100051792,16519,0.0484019,267527.0,5527200.0
100051792,15567,1.12829,106802000.0,94657900.0
100051792,17221,2.67003,9224510.0,3454840.0
100051792,17562,0.128521,96513.4,750957.0
100051792,17380,1.40515,1654300.0,1177310.0
100051792,17418,4.06267,5487360.0,1350680.0
100051792,16915,2.89956,32432000.0,11185100.0
100051792,17093,1.39957,3458530.0,2471140.0
100051792,17123,0.304888,273997.0,898682.0
100051792,16967,0.201688,452046.0,2241320.0
100051792,17158,1.9947,2676750.0,1341930.0
100051792,17025,3.45531,8510140.0,2462910.0
100051792,17651,0.120224,167619.0,1394220.0
100051792,17292,4.61791,8493660.0,1839280.0
100051792,17355,5.94967,9026840.0,1517200.0
100051792,16247,0.101555,288622.0,2842020.0
100051792,15568,0.265039,2177020.0,8213930.0
100051792,17352,1.71276,19901800.0,11619800.0
100051792,15903,1.6063,58374200.0,36340700.0
100051792,16368,0.0159136,1227.87,77159.0
100051792,17053,2.51677,3169320.0,1259280.0
100051792,17092,1.47155,7054660.0,4794020.0
100051792,16752,0.0295314,39258.0,1329370.0
100051792,17182,0.33672,300555.0,892595.0
100051792,16211,0.10328,510011.0,4938160.0
100051792,16375,1.66942,22099700.0,13238000.0
100051792,16377,5.48084,1337870.0,244099.0
100051792,16790,0.0377572,16503.1,437085.0
100051792,15623,0.473924,1004360.0,2119250.0
100051792,17416,2.74528,7047850.0,2567260.0
100051792,17598,0.181,203143.0,1122340.0
100051792,16353,0.0546163,80866.9,1480640.0
100051792,16510,0.0527576,306866.0,5816530.0
100051792,16742,0.0154323,2661.58,172468.0
100051792,17155,0.244255,14020.2,57399.9
100051792,15565,1.21433,228629000.0,188277000.0
100051792,16308,0.945701,26947600.0,28494900.0
100051792,17022,0.0214578,3685.93,171776.0
100051792,16502,0.0123755,476.5,38503.6
100051792,16352,0.0526993,82094.7,1557800.0
100051792,17220,2.99296,19113400.0,6386140.0
100051792,16911,0.0201593,4611.09,228732.0
100051792,16876,0.0357146,50618.9,1417320.0
100051792,16511,0.135964,39339.3,289337.0
