section_data_set_id,structure_id,expression_energy,sum_expressing_pixel_intensity,sum_pixels
100052602,16546,5.42985,219397.0,40405.8
100052602,16664,1.306,528744.0,404858.0
100052602,15913,10.2306,80292000.0,7848230.0
100052602,17286,6.04419,461841.0,76410.6
100052602,17488,8.75297,14253800.0,1628450.0
100052602,111220722,4.76687,661053.0,138676.0
100052602,16583,1.30224,134830.0,103537.0
100052602,16781,3.14672,772030.0,245344.0
100052602,15915,9.14994,62202700.0,6798150.0
100052602,16230,3.81362,439657.0,115286.0
100052602,16004,6.21017,287853000.0,46351800.0
100052602,16361,4.04385,5376470.0,1329540.0
100052602,15848,9.52574,7702810.0,808631.0
100052602,15761,3.45145,414158.0,119995.0
100052602,17275,4.049,11169400.0,2758560.0
100052602,16802,4.20386,96916.6,23054.2
100052602,17207,8.19677,23395700.0,2854260.0
100052602,15814,10.2218,9819860.0,960676.0
100052602,15717,1.71551,59250.7,34538.2
100052602,16343,4.61688,7091190.0,1535930.0
100052602,15695,1.48929,153158.0,102840.0
100052602,17179,3.56601,316363.0,88716.0
100052602,17573,7.28706,1989810.0,273061.0
100052602,17467,4.89754,8770550.0,1790810.0
100052602,15791,4.15175,269251.0,64852.5
100052602,16811,1.33941,74040.7,55278.6
100052602,16393,2.09723,689748.0,328886.0
100052602,17365,5.20267,923755.0,177554.0
100052602,16663,0.939418,115313.0,122750.0
100052602,16588,3.38391,1245450.0,368050.0
100052602,16947,2.37643,29633000.0,12469500.0
100052602,15919,9.89474,67955800.0,6867860.0
100052602,17070,2.08308,139899.0,67159.6
100052602,15700,1.34134,240558.0,179342.0
100052602,15836,6.93822,74632300.0,10756700.0
100052602,17529,5.36572,6867120.0,1279810.0
100052602,16082,3.30747,21557600.0,6517860.0
100052602,15755,2.04089,3303510.0,1618660.0
100052602,16774,2.76724,1192960.0,431101.0
100052602,16607,3.09558,1035300.0,334444.0
100052602,16775,2.76724,1192960.0,431101.0
100052602,15967,22.0118,4903280.0,222757.0
100052602,16615,2.58646,3077820.0,1189980.0
100052602,16850,3.13242,1094170.0,349305.0
100052602,17007,2.09863,736499.0,350943.0
100052602,17293,3.56812,249114.0,69816.6
100052602,17579,7.70566,1838150.0,238546.0
100052602,16919,2.43294,80495100.0,33085500.0
100052602,17317,3.60414,3617890.0,1003820.0
100052602,17415,1.31929,132651.0,100547.0
100052602,17251,4.34346,8371280.0,1927330.0
100052602,15736,3.74757,128662.0,34332.2
100052602,112892265,1.04974,172194.0,164036.0
100052602,15751,6.09273,498078000.0,81749600.0
100052602,16553,1.32992,45991.5,34582.1
100052602,16074,3.22649,41399200.0,12831000.0
100052602,17262,6.15473,212646.0,34550.1
100052602,16088,4.67198,324078.0,69366.4
100052602,16390,1.94179,581640.0,299538.0
100052602,16911,2.65594,90812.5,34192.2
100052602,17030,1.27486,499834.0,392068.0
100052602,17508,4.05445,1901810.0,469067.0
100052602,16928,2.0252,2737210.0,1351580.0
100052602,17647,4.31459,109436.0,25364.2
100052602,17152,2.41435,389565.0,161354.0
100052602,16565,3.12573,1865000.0,596662.0
100052602,17635,5.06046,382197.0,75526.2
100052602,15937,2.90541,11276500.0,3881200.0
100052602,17228,1.76891,365947.0,206878.0
100052602,17406,4.04817,4030040.0,995522.0
