section_data_set_id,structure_id,expression_energy,sum_expressing_pixel_intensity,sum_pixels
100049467,16440,0.0406326,1784.7,43923.0
100049467,17155,0.0225088,5272.81,234256.0
100049467,17184,0.0100458,147.081,14641.0
100049467,17486,0.0326042,1403.36,43042.4
100049467,16200,0.0245029,3946.22,161051.0
100049467,15806,0.0430565,4877.5,113281.0
100049467,111220904,0.140499,100459.0,715015.0
100049467,15767,0.0108543,6964.37,641626.0
100049467,15907,0.0434073,35530.6,818540.0
100049467,15969,0.0184283,10431.4,566052.0
100049467,16594,0.0498298,729.558,14641.0
100049467,111220830,0.0934566,30954.3,331216.0
100049467,112892345,0.0225131,4944.22,219615.0
100049467,111220910,0.0545184,10068.4,184680.0
100049467,15972,0.0127768,2616.87,204814.0
100049467,16561,0.0283831,7199.35,253650.0
100049467,16695,0.0493553,42649.3,864128.0
100049467,16285,0.0130969,2786.0,212722.0
100049467,17540,0.0834707,170416.0,2041630.0
100049467,16507,0.024608,1441.14,58564.0
100049467,16668,0.102068,1547970.0,15166100.0
100049467,16295,0.0317253,18903.0,595834.0
100049467,17472,0.0698007,9197.57,131769.0
100049467,16828,0.0143612,1682.1,117128.0
100049467,17417,0.0405165,572.804,14137.5
100049467,15803,0.0164432,10654.5,647957.0
100049467,15932,0.110406,213412.0,1932970.0
100049467,16125,0.0393183,37411.4,951502.0
100049467,17548,0.018879,2210.46,117085.0
100049467,16526,0.0237873,348.27,14641.0
100049467,15723,0.00997848,5966.45,597932.0
100049467,17388,0.292834,12816.7,43767.8
100049467,15620,0.274828,7739.65,28161.8
100049467,17485,0.0492527,48707.4,988927.0
100049467,17638,0.045211,661.934,14641.0
100049467,16319,0.0567651,19476.3,343103.0
100049467,16259,0.0621252,34186.7,550288.0
100049467,17508,0.0603805,4199.32,69547.6
100049467,16437,0.0642699,41341.2,643243.0
100049467,16311,0.0539856,2917.44,54041.1
100049467,16523,0.0705074,3467.23,49175.3
100049467,16753,0.00577284,253.56,43923.0
100049467,16718,0.0922644,1350.84,14641.0
100049467,111220688,0.0328341,638.085,19433.6
100049467,111220818,0.0299573,3483.02,116266.0
100049467,16287,0.0130969,2786.0,212722.0
100049467,15799,0.0175024,17215.7,983619.0
100049467,111220636,0.0326966,6209.34,189908.0
100049467,16262,0.00811202,118.768,14641.0
100049467,15593,0.0440525,14392.7,326716.0
100049467,16531,0.0143882,210.658,14641.0
100049467,111220884,0.107007,18810.2,175785.0
100049467,17252,0.0122169,178.868,14641.0
100049467,111220702,0.0395607,6023.51,152260.0
100049467,16951,0.0262054,623.757,23802.6
100049467,15974,0.0200243,3628.59,181210.0
100049467,16643,0.0197581,3182.05,161051.0
100049467,17203,0.0316022,8299.26,262617.0
100049467,17318,0.074324,87383.0,1175700.0
100049467,111220732,0.0393622,1720.88,43719.1
100049467,111220720,0.0288901,325.042,11251.0
100049467,111220760,0.0641504,9413.52,146741.0
100049467,111220722,0.0353012,4521.65,128088.0
100049467,17298,0.0164239,2940.93,179065.0
100049467,16745,0.113193,1657.26,14641.0
100049467,16292,0.0338497,958.458,28315.1
100049467,112892307,0.0181992,266.455,14641.0
100049467,17431,0.0622395,32425.0,520971.0
100049467,17253,0.057074,22924.5,401662.0
100049467,111220800,0.0985371,8830.9,89620.0
100049467,112892361,0.0125884,1105.84,87846.0
100049467,15921,0.0164645,6312.35,383392.0
100049467,15673,0.0408837,11504.3,281391.0
100049467,16971,0.00288442,168.923,58564.0
100049467,17620,0.064208,67923.0,1057860.0
100049467,111220562,0.0215113,4094.31,190333.0
100049467,16384,0.0287718,29594.1,1028580.0
100049467,16961,0.0496148,58120.2,1171430.0
100049467,16758,0.014915,1300.4,87187.3
100049467,15879,0.220333,3202.55,14535.1
100049467,15751,0.0747887,1528520.0,20437900.0
100049467,17156,0.0495604,99953.5,2016800.0
100049467,111220568,0.0249217,6567.8,263538.0
100049467,112892355,0.0208791,3973.98,190333.0
100049467,16517,0.0734645,7529.16,102487.0
100049467,17222,0.012787,434.798,34003.1
100049467,15703,0.00293218,85.86,29282.0
100049467,17628,0.0552434,5267.13,95344.1
100049467,17289,0.0336474,7882.11,234256.0
100049467,16986,0.0892092,67350.2,754969.0
100049467,16774,0.0198953,1749.93,87956.8
100049467,16661,0.0290901,1234.08,42422.7
100049467,15946,0.0880212,225096.0,2557290.0
100049467,111220664,0.048746,4099.2,84093.0
100049467,111220794,0.036607,11936.8,326080.0
100049467,111220880,0.0203308,595.327,29282.0
100049467,16844,0.0251648,6638.69,263808.0
100049467,17710,0.0891905,68830.4,771724.0
100049467,16794,0.0657724,1925.95,29282.0
100049467,15787,0.037119,34920.5,940773.0
100049467,16398,0.058482,244330.0,4177870.0
100049467,17397,0.259522,14781.0,56954.7
100049467,15716,0.00300754,44.0334,14641.0
100049467,15869,0.0270133,3954.99,146409.0
100049467,112892351,0.0114326,1171.69,102487.0
100049467,16671,0.0247218,41004.2,1658630.0
100049467,112892301,0.0387126,2833.95,73205.0
100049467,15781,0.0175205,11776.8,672175.0
100049467,16372,0.0151291,886.021,58564.0
100049467,16519,0.0316593,109346.0,3453850.0
100049467,16817,0.0168453,1479.79,87846.0
