section_data_set_id,structure_id,expression_energy,sum_expressing_pixel_intensity,sum_pixels
100054842,17500,25.614,62489600.0,2439670.0
100054842,15622,18.2556,170148000.0,9320340.0
100054842,17221,18.9501,131617000.0,6945480.0
100054842,17476,22.4138,149126000.0,6653330.0
100054842,15740,8.97455,15054800.0,1677500.0
100054842,17437,25.642,72496800.0,2827270.0
100054842,17540,25.4699,92890100.0,3647050.0
100054842,16967,19.033,119321000.0,6269170.0
100054842,17156,19.2652,99036500.0,5140680.0
100054842,17598,27.2672,78981000.0,2896560.0
100054842,15569,19.2202,73950200.0,3847530.0
100054842,16791,18.3264,27124300.0,1480070.0
100054842,16915,13.5264,436040000.0,32236200.0
100054842,17095,15.8387,31433900.0,1984630.0
100054842,17352,23.0495,666053000.0,28896700.0
100054842,16911,10.5743,241104.0,22801.0
100054842,16368,14.2248,324340.0,22801.0
100054842,16754,16.9449,46750800.0,2758990.0
100054842,16651,23.1532,678810000.0,29318200.0
100054842,16805,10.5831,241305.0,22801.0
100054842,16353,18.3663,61658100.0,3357130.0
100054842,17290,19.3189,123648000.0,6400380.0
100054842,17355,19.3558,78309200.0,4045780.0
100054842,16790,18.2089,27365600.0,1502870.0
100054842,16308,16.3961,890590000.0,54317100.0
100054842,16623,18.9308,101302000.0,5351170.0
100054842,16916,13.4476,306618.0,22801.0
100054842,16809,14.5522,660846000.0,45412100.0
100054842,17289,8.09269,553564.0,68403.0
100054842,17220,19.1269,255266000.0,13345900.0
100054842,16658,23.1532,678810000.0,29318200.0
100054842,15564,18.7447,8198410000.0,437371000.0
100054842,17223,17.0969,47146000.0,2757580.0
100054842,15565,18.7447,8198410000.0,437371000.0
100054842,16725,19.3423,63030200.0,3258670.0
100054842,17653,23.3584,55922100.0,2394090.0
100054842,17620,20.7039,17466500.0,843637.0
100054842,15666,19.7737,100088000.0,5061660.0
100054842,17222,7.69353,117915.0,15326.5
100054842,15567,18.9609,4648770000.0,245177000.0
100054842,17380,23.5611,66077300.0,2804510.0
100054842,15738,18.9849,4404670000.0,232009000.0
100054842,17596,25.7867,96447600.0,3740200.0
100054842,17123,20.3959,50225100.0,2462510.0
100054842,17219,10.7482,980279.0,91204.0
100054842,17250,20.4182,83799700.0,4104170.0
100054842,15568,18.5374,244098000.0,13167900.0
100054842,15750,19.1636,4185430000.0,218405000.0
100054842,16813,19.6545,58363800.0,2969490.0
100054842,15739,19.086,4200490000.0,220082000.0
100054842,17091,13.2149,301313.0,22801.0
100054842,17418,19.9354,69144700.0,3468440.0
100054842,17022,11.229,1536190.0,136806.0
100054842,16310,15.834,130990000.0,8272700.0
100054842,15570,9.97794,2047560.0,205209.0
100054842,16624,18.9505,100975000.0,5328370.0
100054842,16001,26.2828,2247280000.0,85504000.0
100054842,16650,22.772,741841000.0,32576800.0
100054842,17292,18.3243,72158600.0,3937870.0
100054842,17094,7.71114,264651.0,34320.6
100054842,15566,18.4957,5539360000.0,299494000.0
100054842,16649,22.1494,815957000.0,36838700.0
100054842,17155,14.4752,660098.0,45602.0
100054842,15576,19.7409,71902700.0,3642330.0
100054842,17538,25.1844,134342000.0,5334330.0
100054842,17692,17.6807,23381300.0,1322420.0
100054842,17182,22.9914,65004100.0,2827320.0
100054842,16313,15.8495,130820000.0,8253920.0
100054842,16876,19.3703,64459200.0,3327730.0
100054842,16486,18.7349,69326100.0,3700370.0
100054842,16510,17.4463,155264000.0,8899520.0
100054842,16808,18.1231,1763780000.0,97322300.0
100054842,16375,15.5225,441052000.0,28413800.0
100054842,16742,11.9339,272105.0,22801.0
100054842,17093,18.2423,82583700.0,4527060.0
100054842,16519,17.5791,150433000.0,8557510.0
100054842,15751,12.1913,418029000.0,34289200.0
100054842,15818,12.1913,418029000.0,34289200.0
100054842,17417,4.80631,109589.0,22801.0
100054842,16919,12.201,314876000.0,25807400.0
100054842,17562,24.5672,41451500.0,1687270.0
100054842,16377,4.4884,1432760.0,319214.0
100054842,17024,12.9677,848564.0,65436.6
100054842,16752,16.9449,46750800.0,2758990.0
100054842,16114,16.0018,431674000.0,26976700.0
100054842,17092,18.7862,181620000.0,9667740.0
100054842,17416,22.4343,141751000.0,6318510.0
100054842,17353,21.0774,144386000.0,6850290.0
100054842,16511,14.1256,4831170.0,342015.0
100054842,16641,14.3355,326864.0,22801.0
100054842,17158,14.9518,32707100.0,2187510.0
100054842,16509,18.0038,256566000.0,14250700.0
100054842,15623,16.4512,70060200.0,4258670.0
100054842,16376,15.0415,371726000.0,24713400.0
100054842,16502,17.409,793886.0,45602.0
100054842,17025,17.6886,49128600.0,2777420.0
100054842,16811,7.19616,14767200.0,2052090.0
100054842,16751,17.3906,74116400.0,4261860.0
100054842,17478,20.5609,86636600.0,4213670.0
100054842,16810,16.4631,137831000.0,8372110.0
100054842,17651,21.3381,79303500.0,3716520.0
100054842,16382,15.1796,370293000.0,24394200.0
100054842,16726,19.3945,62758100.0,3235870.0
100054842,17318,20.9094,51489600.0,2462510.0
100054842,16212,17.5033,101151000.0,5778970.0
100054842,15903,23.817,2678960000.0,112481000.0
100054842,16311,9.02553,169485.0,18778.4
100054842,17023,18.1056,86974800.0,4803740.0
100054842,16309,16.5604,192972000.0,11652600.0
100054842,16247,16.7603,103034000.0,6147500.0
100054842,16211,17.1203,204185000.0,11926500.0
100054842,16352,18.3383,61982400.0,3379930.0
100054842,17157,9.95659,345005.0,34650.9
100054842,17053,18.9343,36696300.0,1938080.0
100054842,16487,18.7514,68532200.0,3654770.0
