section_data_set_id,structure_id,expression_energy,sum_expressing_pixel_intensity,sum_pixels
100055980,16375,6.73475,104523000.0,15520000.0
100055980,15666,14.3551,58681900.0,4087880.0
100055980,16967,13.3913,39372700.0,2940160.0
100055980,15740,4.65997,6392500.0,1371790.0
100055980,17292,20.9395,49130100.0,2346280.0
100055980,17223,22.5043,51709200.0,2297740.0
100055980,16808,19.611,1000950000.0,51040100.0
100055980,16623,12.392,37969500.0,3064030.0
100055980,16726,9.40973,14092900.0,1497690.0
100055980,16624,12.6452,36985500.0,2924860.0
100055980,16651,27.2683,577284000.0,21170500.0
100055980,15751,5.44152,87747500.0,16125600.0
100055980,16486,11.0741,22365100.0,2019580.0
100055980,17352,23.765,350139000.0,14733400.0
100055980,17692,12.899,8461860.0,656007.0
100055980,16487,11.1708,22116200.0,1979820.0
100055980,17095,24.3057,40123300.0,1650780.0
100055980,16876,10.9587,19344000.0,1765170.0
100055980,16813,11.7354,38355100.0,3268310.0
100055980,16754,8.60065,13259900.0,1541730.0
100055980,16308,9.9305,330908000.0,33322400.0
100055980,17355,16.4134,30734100.0,1872490.0
100055980,16809,16.4372,372510000.0,22662600.0
100055980,17418,21.1861,35209800.0,1661930.0
100055980,16650,25.9413,592685000.0,22847100.0
100055980,17219,21.5631,1286090.0,59643.0
100055980,17024,20.3846,769281.0,37738.3
100055980,16919,20.5297,198634000.0,9675450.0
100055980,17354,39.0917,759551.0,19430.0
100055980,17540,31.7029,59011400.0,1861390.0
100055980,15623,14.5251,33870800.0,2331880.0
100055980,17155,12.9788,774093.0,59643.0
100055980,17562,19.8721,19356000.0,974025.0
100055980,15565,17.4827,3795890000.0,217123000.0
100055980,16519,15.6685,100124000.0,6390110.0
100055980,17123,17.2521,20573600.0,1192530.0
100055980,16751,9.94866,20524700.0,2063060.0
100055980,16313,9.2176,56608100.0,6141300.0
100055980,17157,23.2811,896654.0,38514.3
100055980,17598,38.1941,53928800.0,1411970.0
100055980,17620,25.2053,17538700.0,695835.0
100055980,16353,13.1329,23500700.0,1789460.0
100055980,15569,14.4913,42878500.0,2958920.0
100055980,15622,14.4168,92552700.0,6419760.0
100055980,17500,18.9103,26311500.0,1391390.0
100055980,16658,27.095,556917000.0,20554200.0
100055980,17318,16.4292,23190700.0,1411550.0
100055980,15750,17.8677,1603440000.0,89739700.0
100055980,16641,7.07029,983951.0,139167.0
100055980,16911,7.60446,1814210.0,238572.0
100055980,15567,17.171,1820220000.0,106005000.0
100055980,16916,38.5852,719220.0,18639.8
100055980,17092,21.5422,121501000.0,5640140.0
100055980,16649,24.6168,613210000.0,24910200.0
100055980,16310,9.2176,56608100.0,6141300.0
100055980,17478,27.2431,47514400.0,1744090.0
100055980,16306,5.62521,223670.0,39762.0
100055980,15564,17.4827,3795890000.0,217123000.0
100055980,17417,28.9221,575000.0,19881.0
100055980,17023,15.9761,72811200.0,4557510.0
100055980,16790,13.9351,7264820.0,521333.0
100055980,15738,17.4361,1684790000.0,96626400.0
100055980,16652,33.0469,20367200.0,616311.0
100055980,16510,16.0305,107854000.0,6728080.0
100055980,17476,23.5453,73825900.0,3135480.0
100055980,16742,7.3107,1308100.0,178929.0
100055980,17651,16.5865,30602400.0,1845030.0
100055980,16752,8.60065,13259900.0,1541730.0
100055980,15818,5.44152,87747500.0,16125600.0
100055980,17093,21.1753,61471000.0,2902950.0
100055980,17158,24.3447,35692200.0,1466120.0
100055980,16352,12.8161,23953000.0,1868980.0
100055980,16810,11.2522,59546100.0,5291940.0
100055980,16309,10.0572,80561100.0,8010290.0
100055980,17220,19.5904,156800000.0,8003910.0
100055980,16376,6.0856,82157900.0,13500400.0
100055980,17290,19.2453,72320700.0,3757830.0
100055980,17091,8.05851,1281690.0,159048.0
100055980,17596,33.9062,71467500.0,2107800.0
100055980,16511,22.8734,7730680.0,337977.0
100055980,16001,33.1373,968016000.0,29212200.0
100055980,17221,19.8958,84479000.0,4246080.0
100055980,17538,27.6387,78367400.0,2835420.0
100055980,16805,7.12388,424890.0,59643.0
100055980,16725,9.18572,15401000.0,1676620.0
100055980,17653,18.6209,22140600.0,1189020.0
100055980,16509,14.892,145824000.0,9792110.0
100055980,17353,17.9222,60981800.0,3402590.0
100055980,17025,19.5042,53657800.0,2751100.0
100055980,17182,18.8889,22154900.0,1172910.0
100055980,17380,19.52,29488200.0,1510670.0
100055980,15739,17.6689,1609840000.0,91111500.0
100055980,17053,10.6251,17102400.0,1609630.0
100055980,16811,1.64875,32778.9,19881.0
100055980,17416,20.1397,65496700.0,3252130.0
100055980,16382,5.85125,77249100.0,13202200.0
100055980,15903,26.6045,1087570000.0,40879100.0
100055980,17437,18.921,29711900.0,1570320.0
100055980,16247,15.1672,48477200.0,3196190.0
100055980,16915,18.7426,240152000.0,12813200.0
100055980,15576,14.9304,42693800.0,2859520.0
100055980,15568,14.4403,135431000.0,9378690.0
100055980,15566,15.4394,2151130000.0,139327000.0
100055980,16377,16.4607,4908820.0,298215.0
100055980,16368,5.68688,452243.0,79524.0
100055980,16212,11.5175,26248100.0,2278980.0
100055980,16114,10.247,119550000.0,11666800.0
100055980,16211,13.5902,74949000.0,5514940.0
100055980,17022,7.97325,1426640.0,178929.0
100055980,16791,14.815,6839930.0,461690.0
100055980,16502,6.25905,248872.0,39762.0
100055980,15570,1.85828,184722.0,99405.0
100055980,17250,16.8194,32769900.0,1948340.0
100055980,17156,21.9312,60029800.0,2737190.0
